method,sample_id,coverage_score,acceptance_completeness,dependency_capture_rate,rework_rate,time_to_ready_minutes,reviewer_edits_per_story,governance_block_rate
B2_generic_llm,U03431,8.26,6.96,0.6552,0.3417,115.93,3.8057,0.2597
B2_generic_llm,U03445,8.08,7.11,0.6767,0.3343,115.43,3.7561,0.2542
B2_generic_llm,U03459,8.2,7.05,0.6766,0.342,116.68,3.8064,0.259
B2_generic_llm,U03473,8.14,6.9,0.7612,0.3069,115.13,3.6781,0.2444
B2_generic_llm,U03487,8.26,6.96,0.6519,0.3527,117.03,3.8794,0.2685
B2_generic_llm,U03501,8.08,7.11,0.6813,0.3191,113.91,3.6531,0.242
B2_generic_llm,U03515,8.2,7.05,0.6737,0.3516,117.64,3.871,0.2666
B2_generic_llm,U03529,8.14,6.9,0.7563,0.3232,116.76,3.7884,0.2575
B2_generic_llm,U03543,8.26,6.96,0.6561,0.3386,115.62,3.7845,0.2572
B2_generic_llm,U03557,8.08,7.11,0.6764,0.3353,115.53,3.7627,0.255
B2_generic_llm,U03571,8.2,7.05,0.6776,0.3384,116.32,3.7822,0.2561
B2_generic_llm,U03585,8.14,6.9,0.7596,0.3124,115.68,3.7154,0.2488
B2_generic_llm,U03599,8.26,6.96,0.6592,0.3285,114.61,3.7166,0.2492
B2_generic_llm,U03613,8.08,7.11,0.6825,0.3149,113.49,3.6251,0.2387
B2_generic_llm,U03627,8.2,7.05,0.6761,0.3435,116.83,3.8164,0.2602
B2_generic_llm,U03641,8.14,6.9,0.754,0.3308,117.52,3.8395,0.2635
B2_generic_llm,U03655,8.26,6.96,0.6585,0.3307,114.83,3.7311,0.2509
B2_generic_llm,U03669,8.08,7.11,0.6812,0.3193,113.93,3.6545,0.2422
B2_generic_llm,U03683,8.2,7.05,0.6774,0.3393,116.41,3.7883,0.2568
B2_generic_llm,U03697,8.14,6.9,0.7601,0.3107,115.51,3.7038,0.2474
B2_generic_llm,U03711,8.26,6.96,0.656,0.3392,115.68,3.7884,0.2577
B2_generic_llm,U03725,8.08,7.11,0.6777,0.3309,115.09,3.7331,0.2515
B2_generic_llm,U03739,8.2,7.05,0.681,0.3272,115.2,3.7065,0.2471
B2_generic_llm,U03753,8.14,6.9,0.7548,0.3282,117.26,3.8222,0.2615
B2_generic_llm,U03767,8.26,6.96,0.6564,0.3376,115.52,3.7776,0.2564
B2_generic_llm,U03781,8.08,7.11,0.6774,0.332,115.2,3.7405,0.2524
B2_generic_llm,U03795,8.2,7.05,0.6785,0.3357,116.05,3.7636,0.2539
B2_generic_llm,U03809,8.14,6.9,0.7555,0.326,117.04,3.8071,0.2597
B2_generic_llm,U03823,8.26,6.96,0.6565,0.3375,115.51,3.7771,0.2563
B2_generic_llm,U03837,8.08,7.11,0.6779,0.3304,115.04,3.7295,0.2511
B2_generic_llm,U03851,8.2,7.05,0.6783,0.3362,116.1,3.7672,0.2543
B2_generic_llm,U03865,8.14,6.9,0.7563,0.3233,116.77,3.7887,0.2575
B2_generic_llm,U03879,8.26,6.96,0.6579,0.3326,115.02,3.7441,0.2524
B2_generic_llm,U03893,8.08,7.11,0.683,0.3133,113.33,3.6143,0.2374
B2_generic_llm,U03907,8.2,7.05,0.6766,0.3419,116.67,3.8052,0.2588
B2_generic_llm,U03921,8.14,6.9,0.7585,0.316,116.04,3.7397,0.2517
B2_generic_llm,U03935,8.26,6.96,0.652,0.3523,116.99,3.8772,0.2682
B2_generic_llm,U03949,8.2,7.05,0.6796,0.3319,115.67,3.7382,0.2509
B2_generic_llm,U03963,8.14,6.9,0.7568,0.3215,116.59,3.7769,0.2561
B2_generic_llm,U03977,8.26,6.96,0.6536,0.347,116.46,3.8414,0.264
B2_generic_llm,U03991,8.08,7.11,0.6813,0.3189,113.89,3.6521,0.2419
B2_generic_llm,U04005,8.2,7.05,0.6766,0.3418,116.66,3.805,0.2588
B2_generic_llm,U04019,8.14,6.9,0.7576,0.319,116.34,3.7601,0.2541
B2_generic_llm,U04033,8.26,6.96,0.657,0.3356,115.32,3.764,0.2548
B2_generic_llm,U04047,8.08,7.11,0.6781,0.3295,114.95,3.7236,0.2504
B2_generic_llm,U04061,8.2,7.05,0.6778,0.3378,116.26,3.7781,0.2556
B2_generic_llm,U04075,8.14,6.9,0.7552,0.3269,117.13,3.8134,0.2604
B2_generic_llm,U04089,8.26,6.96,0.6548,0.3432,116.08,3.8152,0.2608
B2_generic_llm,U04103,8.08,7.11,0.6809,0.3205,114.05,3.6626,0.2432
B2_generic_llm,U04117,8.2,7.05,0.6813,0.3261,115.09,3.6987,0.2462
B2_generic_llm,U04131,8.14,6.9,0.7608,0.3082,115.26,3.6871,0.2455
B2_generic_llm,U04145,8.26,6.96,0.6602,0.3251,114.27,3.6937,0.2464
B2_generic_llm,U04159,8.08,7.11,0.6774,0.3321,115.21,3.741,0.2525
B2_generic_llm,U04173,8.2,7.05,0.6747,0.3483,117.31,3.8489,0.264
B2_generic_llm,U04187,8.14,6.9,0.7559,0.3246,116.9,3.7979,0.2586
B2_generic_llm,U04201,8.26,6.96,0.6564,0.3376,115.52,3.7776,0.2564
B2_generic_llm,U04215,8.08,7.11,0.6801,0.323,114.3,3.6797,0.2452
B2_generic_llm,U04229,8.2,7.05,0.6743,0.3497,117.45,3.8578,0.2651
B2_generic_llm,U04243,8.14,6.9,0.7599,0.3112,115.56,3.7071,0.2478
B2_generic_llm,U04257,8.26,6.96,0.6582,0.3317,114.93,3.7376,0.2517
B2_generic_llm,U04271,8.08,7.11,0.6824,0.3152,113.52,3.6272,0.239
B2_generic_llm,U04285,8.2,7.05,0.6802,0.3298,115.46,3.7235,0.2492
B2_generic_llm,U04299,8.14,6.9,0.7612,0.307,115.14,3.6788,0.2445
B2_generic_llm,U04313,8.26,6.96,0.6594,0.3276,114.52,3.7102,0.2484
B2_generic_llm,U04327,8.08,7.11,0.6772,0.3326,115.26,3.7446,0.2529
B2_generic_llm,U04341,8.2,7.05,0.6769,0.3408,116.56,3.7978,0.258
B2_generic_llm,U04355,8.14,6.9,0.7523,0.3366,118.1,3.8787,0.2682
B2_generic_llm,U04369,8.26,6.96,0.6511,0.3554,117.3,3.8976,0.2706
B2_generic_llm,U04383,8.08,7.11,0.681,0.3199,113.99,3.6586,0.2427
B2_generic_llm,U04397,8.2,7.05,0.6804,0.3292,115.4,3.7195,0.2487
B2_generic_llm,U04411,8.14,6.9,0.7597,0.3118,115.62,3.7115,0.2484
B2_generic_llm,U04425,8.26,6.96,0.6571,0.3355,115.31,3.7634,0.2547
B2_generic_llm,U04439,8.08,7.11,0.6797,0.3243,114.43,3.6889,0.2463
B2_generic_llm,U04453,8.2,7.05,0.6725,0.3556,118.04,3.898,0.2698
B2_generic_llm,U04467,8.14,6.9,0.7548,0.3283,117.27,3.8227,0.2615
B2_generic_llm,U04481,8.26,6.96,0.6577,0.3333,115.09,3.7489,0.253
B2_generic_llm,U04495,8.08,7.11,0.6749,0.3402,116.02,3.7958,0.2589
B2_generic_llm,U04509,8.2,7.05,0.6741,0.3502,117.5,3.8619,0.2656
B2_generic_llm,U04523,8.14,6.9,0.7619,0.3045,114.89,3.6623,0.2425
B2_generic_llm,U04537,8.26,6.96,0.652,0.3525,117.01,3.878,0.2683
B2_generic_llm,U04551,7.16,6.81,0.5961,0.303,104.3,3.548,0.2184
B2_generic_llm,U04565,8.56,6.69,0.5749,0.3936,121.76,4.099,0.2928
B2_generic_llm,U04579,8.56,6.69,0.5758,0.3907,121.47,4.0799,0.2906
B2_generic_llm,U04593,8.08,7.11,0.683,0.3135,113.35,3.6153,0.2376
B2_generic_llm,U04607,7.16,6.81,0.5958,0.304,104.4,3.5548,0.2192
B2_generic_llm,U04621,7.16,6.81,0.5926,0.3148,105.48,3.6274,0.2278
B2_generic_llm,U04635,8.08,7.11,0.6768,0.3341,115.41,3.7548,0.2541
B2_generic_llm,U04649,7.16,6.81,0.592,0.3167,105.67,3.6405,0.2294
B2_generic_llm,U04663,8.08,7.11,0.6821,0.3165,113.65,3.6356,0.24
B2_generic_llm,U04677,8.08,7.11,0.6832,0.3126,113.26,3.6094,0.2369
B2_generic_llm,U04691,8.08,7.11,0.6801,0.323,114.3,3.6798,0.2452
B2_generic_llm,U04705,7.16,6.81,0.5934,0.3122,105.22,3.6096,0.2257
B2_generic_llm,U04719,8.08,7.11,0.677,0.3334,115.34,3.7499,0.2535
B2_generic_llm,U04733,7.16,6.81,0.5905,0.3216,106.16,3.6731,0.2333
B2_generic_llm,U04747,8.08,7.11,0.676,0.3368,115.68,3.7727,0.2562
B2_generic_llm,U04761,7.16,6.81,0.596,0.3033,104.33,3.5501,0.2187
B2_generic_llm,U04775,7.16,6.81,0.5948,0.3072,104.72,3.5763,0.2218
B2_generic_llm,U04789,8.08,7.11,0.6817,0.3175,113.75,3.6429,0.2408
B2_generic_llm,U04803,8.08,7.11,0.6757,0.3378,115.78,3.7798,0.2571
B2_generic_llm,U04817,7.16,6.81,0.5905,0.3215,106.15,3.6729,0.2332
B2_generic_llm,U04831,8.08,7.11,0.6767,0.3343,115.43,3.7562,0.2543
B2_generic_llm,U04845,7.28,6.96,0.6602,0.3219,106.27,3.7274,0.2385
B2_generic_llm,U04859,7.28,6.96,0.6563,0.3347,107.55,3.8142,0.2488
B2_generic_llm,U04873,7.28,6.96,0.6629,0.313,105.38,3.6676,0.2314
B2_generic_llm,U04887,7.28,6.96,0.6596,0.3238,106.46,3.7404,0.24
B2_generic_llm,U04901,8.26,6.96,0.6587,0.3302,114.78,3.7277,0.2505
B2_generic_llm,U04915,8.26,6.96,0.6557,0.3402,115.78,3.7952,0.2585
B2_generic_llm,U04929,8.5,6.69,0.582,0.3663,119.39,3.9157,0.2717
B2_generic_llm,U04943,8.5,6.69,0.5806,0.3712,119.88,3.949,0.2757
B2_generic_llm,U04957,8.32,6.96,0.6542,0.3572,116.28,3.9069,0.2697
B2_generic_llm,U04971,8.32,6.96,0.6549,0.3549,116.05,3.8911,0.2678
B2_generic_llm,U04985,8.32,6.96,0.6494,0.3729,117.85,4.0133,0.2823
B2_generic_llm,U04999,8.26,6.96,0.7565,0.3296,115.48,3.8299,0.2612
B2_generic_llm,U00014,8.08,7.11,0.678,0.33,115.0,3.727,0.2508
B2_generic_llm,U00029,8.2,7.05,0.678,0.3373,116.21,3.7742,0.2552
B2_generic_llm,U00044,8.14,6.9,0.757,0.3211,116.55,3.7737,0.2557
B2_generic_llm,U00059,8.26,6.96,0.6601,0.3253,114.29,3.6947,0.2466
B2_generic_llm,U00074,8.08,7.11,0.6771,0.3328,115.28,3.7462,0.2531
B2_generic_llm,U00089,8.2,7.05,0.6739,0.351,117.58,3.8669,0.2662
B2_generic_llm,U00104,8.14,6.9,0.754,0.331,117.54,3.841,0.2637
B2_generic_llm,U00119,8.26,6.96,0.6533,0.3481,116.57,3.8486,0.2648
B2_generic_llm,U00134,8.26,6.96,0.6589,0.3295,114.71,3.7227,0.2499
B2_generic_llm,U00149,8.08,7.11,0.6802,0.3225,114.25,3.6764,0.2448
B2_generic_llm,U00164,8.2,7.05,0.6725,0.3554,118.02,3.8968,0.2697
B2_generic_llm,U00179,8.14,6.9,0.7548,0.3282,117.26,3.8217,0.2614
B2_generic_llm,U00194,8.26,6.96,0.6538,0.3464,116.4,3.8373,0.2635
B2_generic_llm,U00209,8.08,7.11,0.6815,0.3184,113.84,3.6484,0.2415
B2_generic_llm,U00224,8.2,7.05,0.6754,0.346,117.08,3.8329,0.2621
B2_generic_llm,U00239,8.14,6.9,0.7614,0.3061,115.05,3.6729,0.2438
B2_generic_llm,U00254,8.26,6.96,0.6556,0.3402,115.78,3.7956,0.2585
B2_generic_llm,U00269,8.08,7.11,0.6772,0.3327,115.27,3.7449,0.2529
B2_generic_llm,U00284,8.2,7.05,0.6744,0.3492,117.4,3.855,0.2647
B2_generic_llm,U00299,8.14,6.9,0.7598,0.3116,115.6,3.7101,0.2482
B2_generic_llm,U00314,8.26,6.96,0.6538,0.3464,116.4,3.8368,0.2634
B2_generic_llm,U00329,8.14,6.9,0.7565,0.3226,116.7,3.784,0.2569
B2_generic_llm,U00344,8.26,6.96,0.6573,0.3348,115.24,3.7591,0.2542
B2_generic_llm,U00359,8.14,6.9,0.7622,0.3036,114.8,3.6558,0.2417
B2_generic_llm,U00374,8.26,6.96,0.6568,0.3365,115.41,3.7702,0.2555
B2_generic_llm,U00389,8.08,7.11,0.6763,0.3357,115.57,3.7658,0.2554
B2_generic_llm,U00404,8.2,7.05,0.6758,0.3445,116.93,3.8231,0.261
B2_generic_llm,U00419,8.14,6.9,0.7571,0.3205,116.49,3.7697,0.2553
B2_generic_llm,U00434,8.26,6.96,0.6527,0.3501,116.77,3.862,0.2664
B2_generic_llm,U00449,8.08,7.11,0.678,0.3301,115.01,3.7279,0.2509
B2_generic_llm,U00464,8.2,7.05,0.6803,0.3294,115.42,3.7214,0.2489
B2_generic_llm,U00479,8.14,6.9,0.7568,0.3216,116.6,3.7772,0.2561
B2_generic_llm,U00494,8.26,6.96,0.6521,0.3521,116.97,3.8758,0.268
B2_generic_llm,U00509,8.08,7.11,0.6805,0.3215,114.15,3.6698,0.244
B2_generic_llm,U00524,8.2,7.05,0.6757,0.3449,116.97,3.8255,0.2612
B2_generic_llm,U00539,8.14,6.9,0.7624,0.3029,114.73,3.6511,0.2412
B2_generic_llm,U00554,8.26,6.96,0.6594,0.3277,114.53,3.7106,0.2484
B2_generic_llm,U00569,8.08,7.11,0.6811,0.3198,113.98,3.6581,0.2426
B2_generic_llm,U00584,8.2,7.05,0.6763,0.3428,116.76,3.8116,0.2596
B2_generic_llm,U00599,8.14,6.9,0.7615,0.3058,115.02,3.6709,0.2435
B2_generic_llm,U00614,8.26,6.96,0.655,0.3423,115.99,3.8094,0.2602
B2_generic_llm,U00629,8.2,7.05,0.6813,0.3263,115.11,3.7004,0.2464
B2_generic_llm,U00644,8.14,6.9,0.7588,0.315,115.94,3.7327,0.2509
B2_generic_llm,U00659,8.26,6.96,0.6521,0.3521,116.97,3.8755,0.268
B2_generic_llm,U00674,8.08,7.11,0.6733,0.3455,116.55,3.8318,0.2632
B2_generic_llm,U00689,8.2,7.05,0.6733,0.3528,117.76,3.879,0.2676
B2_generic_llm,U00704,8.14,6.9,0.7599,0.3114,115.58,3.7085,0.248
B2_generic_llm,U00719,8.26,6.96,0.6539,0.3461,116.37,3.8354,0.2632
B2_generic_llm,U00734,8.08,7.11,0.6815,0.3182,113.82,3.6472,0.2413
B2_generic_llm,U00749,8.2,7.05,0.6774,0.3393,116.41,3.7879,0.2568
B2_generic_llm,U00764,8.14,6.9,0.7564,0.3231,116.75,3.7875,0.2574
B2_generic_llm,U00779,8.26,6.96,0.6532,0.3483,116.59,3.8498,0.2649
B2_generic_llm,U00794,8.08,7.11,0.6799,0.3238,114.38,3.6851,0.2458
B2_generic_llm,U00809,8.2,7.05,0.6738,0.3513,117.61,3.8688,0.2664
B2_generic_llm,U00824,8.14,6.9,0.7578,0.3182,116.26,3.7546,0.2535
B2_generic_llm,U00839,8.26,6.96,0.6543,0.3449,116.25,3.8267,0.2622
B2_generic_llm,U00854,8.08,7.11,0.6831,0.313,113.3,3.6124,0.2372
B2_generic_llm,U00869,8.2,7.05,0.6761,0.3436,116.84,3.8169,0.2602
B2_generic_llm,U00884,8.14,6.9,0.7612,0.3069,115.13,3.6781,0.2444
B2_generic_llm,U00898,8.26,6.96,0.6589,0.3294,114.7,3.7226,0.2499
B2_generic_llm,U00912,8.08,7.11,0.6775,0.3315,115.15,3.7372,0.252
B2_generic_llm,U00926,8.2,7.05,0.6802,0.3298,115.46,3.7237,0.2492
B2_generic_llm,U00940,8.14,6.9,0.7604,0.3096,115.4,3.6966,0.2466
B2_generic_llm,U00954,8.26,6.96,0.6522,0.3517,116.93,3.8727,0.2677
B2_generic_llm,U00968,8.08,7.11,0.6814,0.3187,113.87,3.6506,0.2417
B2_generic_llm,U00982,8.2,7.05,0.6813,0.3262,115.1,3.6999,0.2464
B2_generic_llm,U00996,8.14,6.9,0.7582,0.3168,116.12,3.745,0.2523
B2_generic_llm,U01010,8.26,6.96,0.6528,0.3498,116.74,3.8603,0.2662
B2_generic_llm,U01024,8.08,7.11,0.6815,0.3182,113.82,3.6472,0.2413
B2_generic_llm,U01038,8.2,7.05,0.6782,0.3365,116.13,3.7693,0.2546
B2_generic_llm,U01052,8.14,6.9,0.7536,0.3324,117.68,3.8501,0.2648
B2_generic_llm,U01066,8.26,6.96,0.6587,0.3302,114.78,3.7276,0.2505
B2_generic_llm,U01080,8.08,7.11,0.681,0.3199,113.99,3.6585,0.2427
B2_generic_llm,U01094,8.2,7.05,0.6727,0.355,117.98,3.8941,0.2694
B2_generic_llm,U01108,8.14,6.9,0.7546,0.3291,117.35,3.828,0.2622
B2_generic_llm,U01122,8.26,6.96,0.6589,0.3292,114.68,3.7212,0.2497
B2_generic_llm,U01136,8.08,7.11,0.68,0.3233,114.33,3.6819,0.2455
B2_generic_llm,U01150,8.2,7.05,0.6788,0.3345,115.93,3.7555,0.253
B2_generic_llm,U01164,8.14,6.9,0.7611,0.3072,115.16,3.6805,0.2447
B2_generic_llm,U01178,8.26,6.96,0.6593,0.328,114.56,3.7132,0.2488
B2_generic_llm,U01192,8.08,7.11,0.6772,0.3326,115.26,3.7446,0.2529
B2_generic_llm,U01206,8.2,7.05,0.6814,0.326,115.08,3.6983,0.2462
B2_generic_llm,U01220,8.14,6.9,0.7607,0.3087,115.31,3.6903,0.2458
B2_generic_llm,U01234,8.26,6.96,0.6577,0.3333,115.09,3.749,0.253
B2_generic_llm,U01248,8.08,7.11,0.682,0.3167,113.67,3.6375,0.2402
B2_generic_llm,U01262,8.2,7.05,0.6805,0.3288,115.36,3.7173,0.2484
B2_generic_llm,U01276,8.14,6.9,0.7604,0.3098,115.42,3.6974,0.2467
B2_generic_llm,U01290,8.26,6.96,0.6572,0.3352,115.28,3.7615,0.2545
B2_generic_llm,U01304,8.08,7.11,0.6746,0.3413,116.13,3.8031,0.2598
B2_generic_llm,U01318,8.2,7.05,0.6782,0.3366,116.14,3.7697,0.2546
B2_generic_llm,U01332,8.14,6.9,0.7565,0.3226,116.7,3.7843,0.257
B2_generic_llm,U01346,8.26,6.96,0.6532,0.3485,116.61,3.8513,0.2651
B2_generic_llm,U01360,8.08,7.11,0.6771,0.3331,115.31,3.7477,0.2533
B2_generic_llm,U01374,8.2,7.05,0.6779,0.3376,116.24,3.7765,0.2554
B2_generic_llm,U01388,8.14,6.9,0.7594,0.3128,115.72,3.718,0.2491
B2_generic_llm,U01402,8.26,6.96,0.6586,0.3303,114.79,3.7287,0.2506
B2_generic_llm,U01416,8.08,7.11,0.683,0.3134,113.34,3.6152,0.2375
B2_generic_llm,U01430,8.2,7.05,0.6751,0.347,117.18,3.8399,0.263
B2_generic_llm,U01444,8.14,6.9,0.7612,0.307,115.14,3.6786,0.2445
B2_generic_llm,U01458,8.26,6.96,0.6557,0.34,115.76,3.7936,0.2583
B2_generic_llm,U01472,8.08,7.11,0.6817,0.3177,113.77,3.6437,0.2409
B2_generic_llm,U01486,8.2,7.05,0.6746,0.3486,117.34,3.851,0.2643
B2_generic_llm,U01500,8.14,6.9,0.7568,0.3217,116.61,3.7782,0.2563
B2_generic_llm,U01514,8.26,6.96,0.6561,0.3389,115.65,3.7864,0.2574
B2_generic_llm,U01528,8.08,7.11,0.6809,0.3204,114.04,3.662,0.2431
B2_generic_llm,U01542,8.2,7.05,0.6746,0.3485,117.33,3.8502,0.2642
B2_generic_llm,U01556,8.14,6.9,0.7582,0.3169,116.13,3.7454,0.2524
B2_generic_llm,U01570,8.26,6.96,0.6568,0.3363,115.39,3.769,0.2554
B2_generic_llm,U01584,8.14,6.9,0.7547,0.3286,117.3,3.825,0.2618
B2_generic_llm,U01598,8.26,6.96,0.6592,0.3286,114.62,3.7166,0.2492
B2_generic_llm,U01612,8.14,6.9,0.7543,0.3301,117.45,3.8346,0.2629
B2_generic_llm,U01626,8.26,6.96,0.6592,0.3283,114.59,3.7146,0.2489
B2_generic_llm,U01640,8.08,7.11,0.6831,0.3129,113.29,3.6116,0.2371
B2_generic_llm,U01654,8.2,7.05,0.6768,0.3411,116.59,3.8,0.2582
B2_generic_llm,U01668,8.14,6.9,0.7594,0.313,115.74,3.7196,0.2493
B2_generic_llm,U01682,8.26,6.96,0.6587,0.3301,114.77,3.7272,0.2504
B2_generic_llm,U01696,8.08,7.11,0.6798,0.324,114.4,3.6865,0.246
B2_generic_llm,U01710,8.2,7.05,0.6745,0.349,117.38,3.8531,0.2645
B2_generic_llm,U01724,8.14,6.9,0.7596,0.3123,115.67,3.7147,0.2487
B2_generic_llm,U01738,8.26,6.96,0.6563,0.338,115.56,3.7805,0.2567
B2_generic_llm,U01752,8.08,7.11,0.6822,0.3161,113.61,3.6329,0.2396
B2_generic_llm,U01766,8.2,7.05,0.6754,0.3458,117.06,3.832,0.262
B2_generic_llm,U01780,8.14,6.9,0.759,0.3141,115.85,3.7268,0.2502
B2_generic_llm,U01794,8.26,6.96,0.6545,0.344,116.16,3.8209,0.2615
B2_generic_llm,U01808,8.08,7.11,0.6783,0.3291,114.91,3.7208,0.2501
B2_generic_llm,U01822,8.2,7.05,0.6755,0.3457,117.05,3.831,0.2619
B2_generic_llm,U01836,8.14,6.9,0.7566,0.3224,116.68,3.7826,0.2568
B2_generic_llm,U01850,8.26,6.96,0.6525,0.3508,116.84,3.8668,0.267
B2_generic_llm,U01864,8.08,7.11,0.6809,0.3203,114.03,3.6617,0.2431
B2_generic_llm,U01878,8.2,7.05,0.6802,0.3299,115.47,3.7243,0.2493
B2_generic_llm,U01892,8.14,6.9,0.7588,0.315,115.94,3.7329,0.2509
B2_generic_llm,U01906,8.26,6.96,0.6514,0.3544,117.2,3.891,0.2698
B2_generic_llm,U01920,8.08,7.11,0.6785,0.3284,114.84,3.716,0.2495
B2_generic_llm,U01934,8.2,7.05,0.6719,0.3576,118.24,3.9113,0.2714
B2_generic_llm,U01948,8.14,6.9,0.7556,0.3258,117.02,3.8054,0.2595
B2_generic_llm,U01962,8.26,6.96,0.658,0.3324,115.0,3.7427,0.2523
B2_generic_llm,U01976,8.08,7.11,0.6755,0.3384,115.84,3.784,0.2576
B2_generic_llm,U01990,8.2,7.05,0.675,0.3473,117.21,3.8419,0.2632
B2_generic_llm,U02004,8.14,6.9,0.762,0.3043,114.87,3.6607,0.2423
B2_generic_llm,U02018,8.26,6.96,0.6578,0.3332,115.08,3.7482,0.2529
B2_generic_llm,U02032,8.2,7.05,0.6808,0.3278,115.26,3.7105,0.2476
B2_generic_llm,U02046,8.14,6.9,0.7576,0.3191,116.35,3.7605,0.2542
B2_generic_llm,U02060,8.26,6.96,0.6568,0.3364,115.4,3.7693,0.2554
B2_generic_llm,U02074,8.08,7.11,0.6777,0.3309,115.09,3.7332,0.2515
B2_generic_llm,U02088,8.2,7.05,0.6757,0.345,116.98,3.8265,0.2614
B2_generic_llm,U02102,8.14,6.9,0.7547,0.3286,117.3,3.8249,0.2618
B2_generic_llm,U02116,8.26,6.96,0.6537,0.3466,116.42,3.8385,0.2636
B2_generic_llm,U02130,8.08,7.11,0.6804,0.3218,114.18,3.672,0.2443
B2_generic_llm,U02144,8.2,7.05,0.6745,0.349,117.38,3.8535,0.2646
B2_generic_llm,U02158,8.14,6.9,0.7552,0.3269,117.13,3.8129,0.2604
B2_generic_llm,U02172,8.26,6.96,0.6579,0.3328,115.04,3.7456,0.2526
B2_generic_llm,U02186,8.08,7.11,0.6811,0.3196,113.96,3.6566,0.2425
B2_generic_llm,U02200,8.2,7.05,0.6736,0.3519,117.67,3.8728,0.2668
B2_generic_llm,U02214,8.14,6.9,0.7577,0.3186,116.3,3.757,0.2537
B2_generic_llm,U02228,8.26,6.96,0.6545,0.344,116.16,3.8209,0.2615
B2_generic_llm,U02242,8.08,7.11,0.6826,0.3147,113.47,3.6234,0.2385
B2_generic_llm,U02256,8.2,7.05,0.6808,0.3278,115.26,3.7103,0.2476
B2_generic_llm,U02270,8.14,6.9,0.7588,0.315,115.94,3.7325,0.2508
B2_generic_llm,U02284,8.26,6.96,0.6515,0.3542,117.18,3.8899,0.2697
B2_generic_llm,U02298,8.08,7.11,0.6785,0.3284,114.84,3.7164,0.2495
B2_generic_llm,U02312,8.2,7.05,0.6739,0.3509,117.57,3.8664,0.2661
B2_generic_llm,U02326,8.14,6.9,0.7566,0.3223,116.67,3.7819,0.2567
B2_generic_llm,U02340,8.26,6.96,0.6521,0.3522,116.98,3.8763,0.2681
B2_generic_llm,U02354,8.08,7.11,0.6794,0.3252,114.52,3.6944,0.2469
B2_generic_llm,U02368,8.2,7.05,0.6735,0.3522,117.7,3.8749,0.2671
B2_generic_llm,U02382,8.14,6.9,0.756,0.3244,116.88,3.7963,0.2584
B2_generic_llm,U02396,8.26,6.96,0.657,0.3359,115.35,3.7659,0.255
B2_generic_llm,U02410,8.08,7.11,0.6824,0.3154,113.54,3.6287,0.2391
B2_generic_llm,U02424,8.2,7.05,0.6725,0.3556,118.04,3.8977,0.2698
B2_generic_llm,U02438,8.14,6.9,0.757,0.3208,116.52,3.772,0.2555
B2_generic_llm,U02452,8.26,6.96,0.6555,0.3407,115.83,3.7988,0.2589
B2_generic_llm,U02466,8.08,7.11,0.6787,0.3276,114.76,3.7107,0.2489
B2_generic_llm,U02480,8.2,7.05,0.6765,0.3422,116.7,3.8072,0.2591
B2_generic_llm,U02494,8.14,6.9,0.7587,0.3152,115.96,3.7344,0.2511
B2_generic_llm,U02508,8.26,6.96,0.6582,0.3317,114.93,3.7379,0.2517
B2_generic_llm,U02522,8.08,7.11,0.681,0.3201,114.01,3.6601,0.2429
B2_generic_llm,U02536,8.2,7.05,0.6735,0.3521,117.69,3.8743,0.267
B2_generic_llm,U02550,8.14,6.9,0.7595,0.3127,115.71,3.7177,0.2491
B2_generic_llm,U02564,8.26,6.96,0.6555,0.3406,115.82,3.7982,0.2588
B2_generic_llm,U02578,8.08,7.11,0.68,0.3233,114.33,3.6821,0.2455
B2_generic_llm,U02592,8.2,7.05,0.675,0.3472,117.2,3.8414,0.2631
B2_generic_llm,U02606,8.14,6.9,0.757,0.3208,116.52,3.7721,0.2555
B2_generic_llm,U02620,8.26,6.96,0.6583,0.3314,114.9,3.7356,0.2514
B2_generic_llm,U02634,8.2,7.05,0.6756,0.3451,116.99,3.8269,0.2614
B2_generic_llm,U02648,8.14,6.9,0.7593,0.3133,115.77,3.7214,0.2495
B2_generic_llm,U02662,8.26,6.96,0.6556,0.3405,115.81,3.7975,0.2588
B2_generic_llm,U02676,8.08,7.11,0.6801,0.3231,114.31,3.6806,0.2453
B2_generic_llm,U02690,8.2,7.05,0.6738,0.3512,117.6,3.8684,0.2663
B2_generic_llm,U02704,8.14,6.9,0.7548,0.3281,117.25,3.8214,0.2614
B2_generic_llm,U02718,8.26,6.96,0.652,0.3523,116.99,3.8769,0.2682
B2_generic_llm,U02732,8.08,7.11,0.6739,0.3438,116.38,3.8202,0.2618
B2_generic_llm,U02746,8.2,7.05,0.6746,0.3484,117.32,3.8495,0.2641
B2_generic_llm,U02760,8.14,6.9,0.7559,0.3245,116.89,3.7972,0.2585
B2_generic_llm,U02774,8.26,6.96,0.6521,0.352,116.96,3.8751,0.2679
B2_generic_llm,U02788,8.08,7.11,0.6802,0.3227,114.27,3.6779,0.245
B2_generic_llm,U02802,8.2,7.05,0.6808,0.328,115.28,3.7118,0.2478
B2_generic_llm,U02816,8.14,6.9,0.7584,0.3163,116.07,3.7419,0.2519
B2_generic_llm,U02830,8.26,6.96,0.6594,0.3278,114.54,3.7116,0.2486
B2_generic_llm,U02844,8.2,7.05,0.68,0.3307,115.55,3.7297,0.2499
